结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|原始属性长度|约简属性长度|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-10 10:17:36|myAlgorithm5|3fold|plrx|[0.025, 0.05, 0.075, 0.1, 0.125]|{0, 4, 5, 6, 7, 8, 10}|12|7|0.7054794520547946|6.002212047576904|[0.7027027  0.67567568 0.69444444 0.69444444 0.69444444]|[0.7027027  0.7027027  0.72222222 0.72222222 0.72222222]|[0.59459459 0.54054054 0.58333333 0.55555556 0.66666667]|0.6923423423423424|0.7144144144144144|0.5881381381381382
