结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|原始属性长度|约简属性长度|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-10 14:40:01|myAlgorithm5|20noise|wdbc|[0.025, 0.05, 0.075, 0.1, 0.125]|{0, 6, 7, 8, 20, 23, 27}|30|7|0.7803163444639719|66.0248692035675|[0.93859649 0.92982456 0.93859649 0.90350877 0.97345133]|[0.95614035 0.93859649 0.92982456 0.89473684 0.96460177]|[0.92982456 0.92105263 0.95614035 0.94736842 0.97345133]|0.9367955286446203|0.9367800031051079|0.9455674584691817
