结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-07 16:24:47|myAlgorithm5|ori|waveform|[0.025, 0.05, 0.075, 0.1, 0.125]|{1, 4, 5, 6, 9, 10, 11, 13, 14, 15, 16}|0.7766399999999999|5781.909683227539|[0.801 0.82  0.805 0.815 0.809]|[0.842 0.833 0.837 0.834 0.835]|[0.764 0.741 0.753 0.754 0.756]|0.8099999999999999|0.8361999999999998|0.7535999999999999
