结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-07 16:10:52|myAlgorithm5|ori|plrx|[0.025, 0.05, 0.075, 0.1, 0.125]|{8, 2, 4}|0.7362637362637363|4.584356784820557|[0.7027027  0.7027027  0.75       0.72222222 0.72222222]|[0.7027027  0.7027027  0.72222222 0.72222222 0.72222222]|[0.7027027  0.75675676 0.66666667 0.52777778 0.66666667]|0.71996996996997|0.7144144144144144|0.664114114114114
