结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-07 16:09:58|myAlgorithm5|ori|BreastTissue|[0.025, 0.05, 0.075, 0.1, 0.125]|{0, 1, 2, 3, 4, 6}|0.788679245283019|3.1270699501037598|[0.68181818 0.57142857 0.61904762 0.57142857 0.57142857]|[0.63636364 0.61904762 0.57142857 0.57142857 0.47619048]|[0.77272727 0.57142857 0.61904762 0.76190476 0.47619048]|0.6030303030303029|0.5748917748917749|0.6402597402597403
2023-04-07 16:10:40|myAlgorithm5|ori|BreastTissue|[0.025, 0.05, 0.075, 0.1, 0.125]|{0, 1, 2, 3, 4, 6}|0.788679245283019|3.30965518951416|[0.68181818 0.57142857 0.61904762 0.57142857 0.57142857]|[0.63636364 0.61904762 0.57142857 0.57142857 0.47619048]|[0.68181818 0.57142857 0.61904762 0.76190476 0.47619048]|0.6030303030303029|0.5748917748917749|0.6220779220779221
