结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-07 16:20:21|myAlgorithm5|ori|College|[0.025, 0.05, 0.075, 0.1, 0.125]|{0, 2, 3, 7, 13}|0.9122265122265123|52.27223324775696|[0.96153846 0.91666667 0.92258065 0.92258065 0.89677419]|[0.94871795 0.92948718 0.93548387 0.93548387 0.87096774]|[0.94230769 0.94230769 0.89032258 0.93548387 0.89677419]|0.9240281224152191|0.9240281224152191|0.9214392059553349
