结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-07 16:18:20|myAlgorithm5|ori|australian|[0.025, 0.05, 0.075, 0.1, 0.125]|{0, 2, 3, 7, 9, 13}|0.8579710144927535|39.484665632247925|[0.8115942  0.86956522 0.82608696 0.84782609 0.84782609]|[0.83333333 0.86231884 0.84057971 0.88405797 0.85507246]|[0.82608696 0.86956522 0.81884058 0.88405797 0.81884058]|0.8405797101449275|0.8550724637681159|0.8434782608695652
