结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-07 16:10:03|myAlgorithm5|ori|wine|[0.025, 0.05, 0.075, 0.1, 0.125]|{0, 4, 5, 6, 9, 10, 11, 12}|0.9943820224719101|6.353773832321167|[1.         1.         0.91666667 0.94285714 0.97142857]|[1.         1.         0.94444444 0.97142857 0.97142857]|[0.91666667 0.94444444 0.80555556 0.88571429 0.85714286]|0.9661904761904762|0.9774603174603176|0.881904761904762
2023-04-07 16:10:46|myAlgorithm5|ori|wine|[0.025, 0.05, 0.075, 0.1, 0.125]|{0, 4, 5, 6, 9, 10, 11, 12}|0.9943820224719101|6.422371864318848|[1.         1.         0.91666667 0.94285714 0.97142857]|[1.         1.         0.94444444 0.97142857 0.97142857]|[0.91666667 0.94444444 0.80555556 0.88571429 0.85714286]|0.9661904761904762|0.9774603174603176|0.881904761904762
