结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-07 16:14:02|myAlgorithm5|ori|vote|[0.025, 0.05, 0.075, 0.1, 0.125]|{0, 1, 2, 3, 8}|0.9540229885057471|13.542016506195068|[0.95402299 0.90804598 0.94252874 0.93103448 0.90804598]|[0.97701149 0.94252874 0.96551724 0.95402299 0.94252874]|[0.97701149 0.88505747 0.96551724 0.96551724 0.94252874]|0.9287356321839079|0.9563218390804596|0.9471264367816093
