结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-07 16:17:18|myAlgorithm5|ori|wdbc|[0.025, 0.05, 0.075, 0.1, 0.125]|{3, 7, 20, 22, 23, 26, 27}|0.9507908611599298|50.682541370391846|[0.94736842 0.92982456 0.95614035 0.93859649 0.95575221]|[0.95614035 0.93859649 0.93859649 0.9122807  0.94690265]|[0.92982456 0.92105263 0.94736842 0.93859649 0.94690265]|0.9455364073901569|0.9385033379909953|0.9367489520260829
