结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-07 16:11:22|myAlgorithm5|ori|Sonar|[0.025, 0.05, 0.075, 0.1, 0.125]|{35, 5, 38, 27, 10, 11, 46, 47, 57, 59}|0.8663461538461539|28.479402542114258|[0.69047619 0.64285714 0.71428571 0.73170732 0.85365854]|[0.71428571 0.57142857 0.73809524 0.82926829 0.80487805]|[0.61904762 0.5952381  0.69047619 0.75609756 0.73170732]|0.7265969802555169|0.7315911730545877|0.6785133565621371
