结果生成时间|算法名称|数据集名称|半径|约简结果|依赖度|约简时间
2023-03-05 20:42:25|WeightedAttributeReduction|musk|0.02|{26, 31}|0.5168067226890757|251.04043579101562
2023-03-05 20:46:36|WeightedAttributeReduction|musk|0.04|{66, 165, 135, 73, 11, 109}|0.5063025210084033|606.0362432003021
2023-03-05 20:56:42|WeightedAttributeReduction|musk|0.06|{161, 11, 108, 54}|0.6428571428571429|433.24862122535706
2023-03-05 21:03:55|WeightedAttributeReduction|musk|0.08|{160, 67, 90, 91, 11, 61, 62}|0.6470588235294118|682.9291870594025
2023-03-05 21:15:18|WeightedAttributeReduction|musk|0.1|{161, 135, 120, 91, 11}|0.5609243697478992|507.7967326641083
2023-03-05 21:23:46|WeightedAttributeReduction|musk|0.12000000000000001|{161, 82, 21, 102, 10, 157}|0.5630252100840336|594.3594505786896
2023-03-05 21:33:40|WeightedAttributeReduction|musk|0.14|{161, 75, 11, 142, 23, 56, 91, 156, 61}|0.6029411764705882|1595.8931090831757
