结果生成时间|算法名称|数据集名称|半径|约简结果|依赖度|约简时间
2023-03-05 16:59:15|WeightedAttributeReduction|Sonar|0.02|{30}|0.5144230769230769|12.08947229385376
2023-03-05 16:59:27|WeightedAttributeReduction|Sonar|0.04|{11, 30}|0.625|19.025110006332397
2023-03-05 16:59:46|WeightedAttributeReduction|Sonar|0.06|{17, 35}|0.625|18.794854164123535
2023-03-05 17:00:05|WeightedAttributeReduction|Sonar|0.08|{10, 30}|0.6105769230769231|34.1631875038147
2023-03-05 17:00:39|WeightedAttributeReduction|Sonar|0.1|{11, 35, 21}|0.6730769230769231|65.48377132415771
2023-03-05 17:01:45|WeightedAttributeReduction|Sonar|0.12000000000000001|{27, 35, 21}|0.6923076923076923|65.54020619392395
2023-03-05 17:02:50|WeightedAttributeReduction|Sonar|0.14|{35, 30}|0.5961538461538461|48.790873765945435
2023-03-05 17:03:39|WeightedAttributeReduction|Sonar|0.16|{18, 35, 44}|0.6057692307692307|65.89886784553528
2023-03-05 17:04:45|WeightedAttributeReduction|Sonar|0.18|{10, 35, 44, 38}|0.6634615384615384|82.10582423210144
2023-03-05 17:06:07|WeightedAttributeReduction|Sonar|0.19999999999999998|{1, 35, 42, 39, 10, 45}|0.6394230769230769|114.08496880531311
2023-03-05 17:08:01|WeightedAttributeReduction|Sonar|0.21999999999999997|{1, 18, 35, 57, 14, 31}|0.6105769230769231|100.22127556800842
2023-03-05 17:09:41|WeightedAttributeReduction|Sonar|0.23999999999999996|{27, 2, 35, 20}|0.5865384615384616|32.4395170211792
2023-03-05 17:10:14|WeightedAttributeReduction|Sonar|0.25999999999999995|{2, 35, 28, 58}|0.5769230769230769|31.33044123649597
2023-03-05 17:10:45|WeightedAttributeReduction|Sonar|0.27999999999999997|{34, 36, 42, 30, 15}|0.6346153846153846|43.816434383392334
2023-03-05 17:11:29|WeightedAttributeReduction|Sonar|0.3|{20, 14, 39, 25, 10, 44, 30}|0.5817307692307693|57.75473141670227
2023-03-05 17:12:27|WeightedAttributeReduction|Sonar|0.32|{48, 1, 0, 35, 54, 27, 30}|0.5673076923076923|57.360190629959106
2023-03-05 17:13:24|WeightedAttributeReduction|Sonar|0.34|{48, 17, 35, 20, 54}|0.6778846153846154|43.377774715423584
2023-03-05 17:14:07|WeightedAttributeReduction|Sonar|0.36000000000000004|{50, 35, 54, 10, 27, 30, 47}|0.6490384615384616|57.19995141029358
2023-03-05 17:15:05|WeightedAttributeReduction|Sonar|0.38000000000000006|{16, 35, 54, 10, 45, 30}|0.6778846153846154|49.204641580581665
2023-03-05 17:15:54|WeightedAttributeReduction|Sonar|0.4000000000000001|{32, 2, 51, 54, 10, 28, 15}|0.6490384615384616|56.95550084114075
