结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|原始属性长度|约简属性长度|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-10 09:33:56|myAlgorithm5|1fold|Glass|[0.025, 0.05, 0.075, 0.1, 0.125]|{2, 3, 4, 5, 7, 8}|9|6|0.7742690058479531|3.575836658477783|[0.58139535 0.62790698 0.62790698 0.65116279 0.45238095]|[0.58139535 0.55813953 0.53488372 0.53488372 0.5       ]|[0.65116279 0.51162791 0.60465116 0.69767442 0.5952381 ]|0.5881506090808417|0.541860465116279|0.6120708748615725
