结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|原始属性长度|约简属性长度|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-10 14:30:31|myAlgorithm5|10noise|GlaucomaM|[0.025, 0.05, 0.075, 0.1, 0.125]|{3, 36, 41, 42, 44, 14, 15, 21, 25}|62|9|0.8061224489795918|39.732579469680786|[0.875      0.76923077 0.82051282 0.84615385 0.8974359 ]|[0.85       0.74358974 0.84615385 0.87179487 0.8974359 ]|[0.85       0.74358974 0.82051282 0.76923077 0.84615385]|0.8416666666666666|0.8417948717948718|0.8058974358974359
