结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|原始属性长度|约简属性长度|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-10 14:42:09|myAlgorithm5|10noise|BreastCancer|[0.025, 0.05, 0.075, 0.1, 0.125]|{1, 2, 5}|9|3|0.8826895565092989|22.363991737365723|[0.94285714 0.98571429 0.93571429 0.94285714 0.98561151]|[0.94285714 0.97142857 0.92857143 0.94285714 0.97841727]|[0.94285714 0.95714286 0.90714286 0.95       0.95683453]|0.9585508735868448|0.9528263103802672|0.9427954779033916
