结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|原始属性长度|约简属性长度|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-10 14:42:33|myAlgorithm5|10noise|diabetes|[0.025, 0.05, 0.075, 0.1, 0.125]|{1, 5}|8|2|0.7052083333333334|29.008352041244507|[0.77922078 0.74025974 0.75974026 0.7124183  0.7254902 ]|[0.7987013  0.71428571 0.77922078 0.73856209 0.73856209]|[0.7987013  0.75324675 0.77272727 0.7124183  0.69281046]|0.7434258551905611|0.7538663950428657|0.745980816569052
