结果生成时间|算法名称|数据集种类|数据集名称|粒度生成比例|约简结果|原始属性长度|约简属性长度|属性集得分|运行时间|5折KNN准确率|5折SVM准确率|5折CART准确率|KNN平均准确率|SVM平均准确率|CART平均准确率
2023-04-10 09:37:03|myAlgorithm5|2fold|BreastTissue|[0.025, 0.05, 0.075, 0.1, 0.125]|{0, 1, 2, 4}|9|4|0.8729411764705883|2.8980298042297363|[0.77272727 0.66666667 0.66666667 0.57142857 0.47619048]|[0.63636364 0.61904762 0.47619048 0.57142857 0.42857143]|[0.63636364 0.57142857 0.61904762 0.76190476 0.47619048]|0.6307359307359308|0.5463203463203462|0.612987012987013
